,专辑,发行公司,发行时间,子分类,总分类,歌手,歌曲,歌词文件下载链接,歌词链接,页数
8,《「两脚书橱的逃亡」演唱会》,福茂唱片,2011-06-03,伤感,心情,慢慢等,韦礼安,,http://musicdata.baidu.com/data2/lrc/33986234/33986234.lrc,8
8,《于是长大了以后》,亚神音乐,2011-05-27,伤感,心情,寂寞疯了,谢和弦,,http://musicdata.baidu.com/data2/lrc/241187885/241187885.lrc,8
8,《情歌没有告诉你》,环球唱片,2010-12-24,伤感,心情,情歌没有告诉你,梁静茹,,http://musicdata.baidu.com/data2/lrc/241599835/241599835.lrc,8
8,《星月神话》,海蝶音乐,2010-10-12,伤感,心情,彗星的眼泪,金莎,,http://musicdata.baidu.com/data2/lrc/13865454/13865454.lrc,8
8,《蓝短裤》,滚石唱片,2010-05-05,伤感,心情,指望,郁可唯,,http://musicdata.baidu.com/data2/lrc/241609529/241609529.lrc,8
8,《若你碰到他》,亚神音乐,2009-08-19,伤感,心情,若你碰到他,蔡健雅,,http://musicdata.baidu.com/data2/lrc/241646979/241646979.lrc,8
8,《[i]》,SONY MUSIC,2002-04-18,伤感,心情,单人房双人床,莫文蔚,,http://musicdata.baidu.com/data2/lrc/241649390/241649390.lrc,8
8,《闪亮的星》,滚石唱片,2001-06-27,伤感,心情,我不快乐,梁静茹,,http://musicdata.baidu.com/data2/lrc/13917234/13917234.lrc,8
8,《Dear Jane》,华谊兄弟,2007-12-08,伤感,心情,我走以后,张靓颖,,http://musicdata.baidu.com/data2/lrc/246873103/246873103.lrc,8
8,《千嬅盛放》,华谊兄弟,2009-12-04,伤感,心情,长信不如短讯,杨千嬅,,http://musicdata.baidu.com/data2/lrc/399712/399712.lrc,8
8,《千嬅盛放》,华谊兄弟,2009-12-04,伤感,心情,咬唇,杨千嬅,,http://musicdata.baidu.com/data2/lrc/241667203/241667203.lrc,8
9,《千嬅盛放》,华谊兄弟,2009-12-04,伤感,心情,可惜我是水瓶座,杨千嬅,,http://musicdata.baidu.com/data2/lrc/241667240/241667240.lrc,9
9,《千嬅盛放》,华谊兄弟,2009-12-04,伤感,心情,假如让我说下去,杨千嬅,,http://musicdata.baidu.com/data2/lrc/13915042/13915042.lrc,9
9,《千嬅盛放》,华谊兄弟,2009-12-04,伤感,心情,再见二丁目,杨千嬅,,http://musicdata.baidu.com/data2/lrc/13801935/13801935.lrc,9
9,《大时代》,英皇唱片,2011-04-15,伤感,心情,穷我一生,古巨基,,http://musicdata.baidu.com/data2/lrc/13972018/13972018.lrc,9
9,《我很忙》,杰威尔JVR音乐有限公司,2007-11-02,伤感,心情,彩虹,周杰伦,,http://musicdata.baidu.com/data2/lrc/13759380/13759380.lrc,9
9,《蓝色土耳其》,杰威尔JVR音乐有限公司,2007-10-24,伤感,心情,难过,周传雄,,http://musicdata.baidu.com/data2/lrc/14887931/14887931.lrc,9
9,《Goodbye & Hello》,亚神音乐,2007-10-05,伤感,心情,当你离开的时候,蔡健雅,,http://musicdata.baidu.com/data2/lrc/341386/341386.lrc,9
